Unidade;Disciplina;Código da disciplina;Turma;Quantidade de alunos;Dia da semana;Horário de início;Horário de término;Data de início;Data de término
ECI;Tópicos em Usuários da Informação D (Biblioteca Escolar e Literatura Infanto Juvenil);TGI065;TA1;27;Segunda;7:30;11:10;1/07/2016;11/07/2016
FAFICH;Tópicos Especiais em Processos Clínicos: Introdução a Gestalt-terapia II;PSI069;A1;30;Quarta;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Tópicos Especiais em Processos Psicossociais: Memória Social;PSI324;A;30;Quinta;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Tópicos especiais em psicologia Clínica: Comportamento Verbal;PSI079;-;30;Terca;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Tópicos Especiais em Psicologia do Desenvolvimento: Orientação Profissional;PSI074;A;30;Quinta;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Tópicos Especiais em Psicologia Social: Violência de gênero e raça;PSI071;-;30;Sexta;7:30;11:00;1/07/2016;11/07/2016
FAFICH;Tópicos Especiais em Psicologia Social: Psicologia das Emergências;PSI071;-;30;Quarta;7:30;11:10;1/07/2016;11/07/2016
ECI;Tópicos Gestão da Informação Conhecimento D (Comportamento Empreendedor)* - 2 BIM;TGI051;TA1;21;Terca;14:00;17:40;15/04/2016;10/06/2016
ICB;Tópicos I: Genomas: Organização e Evolução ( 2°Bimestre );ICB054;R;30;Terca;8:00;11:40;08/04/2016;3/06/2016
ICB;Tópicos IV: Introdução à Ciência de Animais de Laboratório ( 2° Bimestre);ICB057;R;20;Terca;8:00;11:40;1/07/2016;11/07/2016
IGC;Topicos Planej. Turismo I: Planejamento Rot. Interpretativos;GEO047;T5;30;Quarta;13:30;17:10;1/07/2016;11/07/2016
ECI;Tópicos Serviços Comunidades Específicas D (Acesso Aberto e Representação da Informação em acervos especiais na Web);OTI107;TB1;31;Segunda;19:00;22:30;1/07/2016;11/07/2016
ECI;Tópicos Serviços Comunidades Específicas D (Acesso Aberto E Representação da Informação em acervos especiais na Web);OTI107;TA1;21;Quinta;14:00;17:40;1/07/2016;11/07/2016
FAFICH;Tópicos Teoria Psicológica Contemporânea: Introdução a Psicologia Fenomenológica;PSI604;A2;30;Terca;7:30;11:00;1/07/2016;11/07/2016
ECI;Tópicos Uso da Tecnologia Org. Trat. Da Informação D (Arquitetura da Informação em Repositórios Digitais);OTI111;TA2;21;Segunda;14:00;17:40;1/07/2016;11/07/2016
ECI;Tópicos Uso da Tecnologia Org. Trat. Da Informação D (Construção de Bibliotecas Digitais usando o Dspace);OTI111;TA3;21;Sexta;14:00;17:40;1/07/2016;11/07/2016
ECI;Tópicos Uso da Tecnologia Org. Trat. Da Informação D (Modelagem conceitual a partir dos princípios de Ranganathan);OTI111;TA1;21;Terca;14:00;17:40;1/07/2016;11/07/2016
ENG;Transportes Cargas e Logística Integrada;ETG038;T;30;Quinta;9:25;11:05;1/07/2016;11/07/2016
ENG;Transportes Cargas e Logística Integrada;ETG038;T;30;Terca;9:25;11:05;1/07/2016;11/07/2016
IGC;Turismo Cultural;GEO049;T;30;Segunda;8:00;11:40;1/07/2016;11/07/2016
ECI;Vivência Profissional Supervisionada em Museologia B;ECI107;PM;46;Terca;7:30;11:10;1/07/2016;11/07/2016
